Ano Fato,Ano,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Grupo Fato,Desc Fato,Tipo Fato,Med Protetiva,Lat,Lng,Bairro,Municipio,Qtde Vit Domest Sexoougenero,Nro Int Ocor
2018,2018,Vítima,20.0,Feminino,,Solteiro(a),Ensino fundamental,Mulato,Mulato,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,ILHA DAS FLORES,PORTO ALEGRE,3,
2018,2018,Vítima,25.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0686753,-51.17204710000001,S JOSE,PORTO ALEGRE,1,
2018,2018,Vítima,21.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,-29.9681877,-51.1152397,S JOAO-SARANDI,PORTO ALEGRE,1,
2018,2018,Vítima,25.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,-30.02573529999999,-51.2122886,FLORESTA/P DAREIA,PORTO ALEGRE,1,
2018,2018,Vítima,15.0,Feminino,,Solteiro(a),Não informado,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,ILHA DAS FLORES,PORTO ALEGRE,3,
2018,2018,Vítima,40.0,Feminino,,Solteiro(a),Não informado,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,ILHA DAS FLORES,PORTO ALEGRE,3,
2018,2018,Vítima,37.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,HUMAITA (POR-DO-SOL),PORTO ALEGRE,1,
2018,2018,Vítima,67.0,Feminino,,Divorciado(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,-30.1040196,-51.2441715,TRISTEZA-CAVALHADA,PORTO ALEGRE,1,
2018,2018,Vítima,35.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,INJURIA,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,48.0,Feminino,,Separado(a),Ensino fundamental,Branca,Branca,CRIMES,DIFAMACAO,Consumado,Não solicitada,-30.0163475,-51.2029244,FLORESTA/M VENTO,PORTO ALEGRE,1,
2018,2018,Vítima,29.0,Feminino,,Solteiro(a),Ensino médio,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.043372,-51.168623,VILA NAZARETH,PORTO ALEGRE,1,
2018,2018,Vítima,17.0,Feminino,,Solteiro(a),Ensino médio,Preta,Parda,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.076489,-51.1864092,AP BORGES,PORTO ALEGRE,1,
2018,2018,Vítima,46.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,-30.1434891,-51.1174282,RESTINGA-L PINHEIRO,PORTO ALEGRE,1,
2018,2018,Vítima,47.0,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,-30.0195153,-51.1142271,ILHA PINTADA-ARQUIPE,PORTO ALEGRE,1,
2018,2018,Vítima,34.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,-30.1544228,-51.1421436,SQ 4 3A UV VL N REST,PORTO ALEGRE,1,
2018,2018,Vítima,69.0,Feminino,,Separado(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0459615,-51.14373620000001,AGRONOMIA-N SRA GRAC,PORTO ALEGRE,1,
2018,2018,Vítima,25.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,18.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,-30.0285957,-51.2171141,FLORESTA-INDEPENDENC,PORTO ALEGRE,1,
2018,2018,Vítima,37.0,Feminino,,Casado(a),Ensino médio,Preta,Preta,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,52.0,Feminino,,Solteiro(a),Ensino médio,Mulato,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,-30.1102409,-51.2456318,TRISTEZA/CAVALHADA,PORTO ALEGRE,1,
2018,2018,Vítima,35.0,Feminino,,Solteiro(a),Ensino médio,Branca,Mulato,CRIMES,AMEACA,Consumado,Solicitada,-30.120146,-51.1575119,B VELHO-RESTINGA,PORTO ALEGRE,1,
2018,2018,Vítima,21.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Parda,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0646971,-51.1642796,S JOSE,PORTO ALEGRE,1,
2018,2018,Vítima,20.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,23.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,35.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,APROPRIACAO INDEBITA,Consumado,Não solicitada,-30.1420064,-51.2224571,IPANEMA-B NOVO,PORTO ALEGRE,1,
2018,2018,Vítima,21.0,Feminino,,Solteiro(a),Ensino médio,Parda,Parda,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,34.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0774707,-51.1659726,S JOSE,PORTO ALEGRE,2,
2018,2018,Vítima,35.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,-30.0754898,-51.1680055,S JOSE,PORTO ALEGRE,1,
2018,2018,Vítima,44.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,14.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0774707,-51.1659726,S JOSE,PORTO ALEGRE,2,
2018,2018,Vítima,18.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,AMEACA,Consumado,Solicitada,,,VILA CASTELO,PORTO ALEGRE,1,
2018,2018,Vítima,22.0,Feminino,,Solteiro(a),Ensino médio,Indígena,Indígena,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,33.0,Feminino,,Amigado(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,VL NOVA(LOT TOPAZIO),PORTO ALEGRE,1,
2018,2018,Vítima,47.0,Feminino,,Divorciado(a),Ensino superior,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,-30.0304024,-51.2298696,CENTRO,PORTO ALEGRE,1,
2018,2018,Vítima,31.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0235064,-51.2028374,M VENTO,PORTO ALEGRE,1,
2018,2018,Vítima,40.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,COACAO NO CURSO DO PROCESSO,Consumado,Não solicitada,-30.0407863,-51.1307289,R BRANCO-P ALVES,PORTO ALEGRE,1,
2018,2018,Vítima,25.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0482401,-51.1792522,JD BOTANICO-PARTENON,PORTO ALEGRE,1,
2018,2018,Vítima,46.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,-30.06020329999999,-51.2303576,PR BELAS-CRISTAL,PORTO ALEGRE,1,
2018,2018,Vítima,20.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,INJURIA,Consumado,Solicitada,-30.080208,-51.17436600000001,C A BORGES,PORTO ALEGRE,1,
2018,2018,Vítima,20.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,17.0,Feminino,,Solteiro(a),Não informado,Branca,Branca,CRIMES,SEQUESTRO E CARCERE PRIVADO,Consumado,Não solicitada,-30.0346471,-51.2176584,P ALVES,PORTO ALEGRE,1,
2018,2018,Vítima,37.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,AMEACA,Consumado,Não solicitada,-29.98654999999999,-51.19446809999999,HUMAITA(ACESSO D),PORTO ALEGRE,1,
2018,2018,Vítima,44.0,Feminino,,Divorciado(a),Ensino fundamental,Branca,Branca,CRIMES,ESTUPRO,Consumado,Não solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,34.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,DIFAMACAO,Consumado,Não solicitada,-30.0595274,-51.1695508,B JESUS-S JOSE,PORTO ALEGRE,1,
2018,2018,Vítima,55.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,APROPRIACAO INDEBITA,Consumado,Não solicitada,-30.0107198,-51.1490446,S JOAO-SARANDI,PORTO ALEGRE,1,
2018,2018,Vítima,47.0,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,VALE VERDE,PORTO ALEGRE,1,
2018,2018,Vítima,23.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,ROUBO DE VEICULO,Consumado,Não solicitada,-30.1282338,-51.241152,PED REDONDA-IPANEMA,PORTO ALEGRE,1,
2018,2018,Vítima,52.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0298254,-51.2265069,CENTRO,PORTO ALEGRE,1,
2018,2018,Vítima,17.0,Feminino,,Solteiro(a),Não informado,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,-30.1757775,-51.1765334,BELEM NOVO/PONTA GRO,PORTO ALEGRE,1,
2018,2018,Vítima,35.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,23.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,-30.0161382,-51.1255713,P PEDRAS,PORTO ALEGRE,1,
2018,2018,Vítima,54.0,Feminino,,Casado(a),Ensino superior,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,
2018,2018,Vítima,23.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Parda,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,VILA NOVA IPANEMA,PORTO ALEGRE,1,
2018,2018,Vítima,63.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,-30.0299969,-51.2359309,CENTRO,PORTO ALEGRE,1,
